Kulturbastion,yes,,Torgau,,booking@kulturbastion.de
,,,,,
,,,,,
Vischers Blues Jam,yes,,Nürnberg,,vorstand_vischers@gmx.de
,,,,,
Alte Scheune,yes,,Zirndorf,,jugendhaus@zirndorf.de
ZAZIBar,yes,,Salzburg,,info@zazibar.at
Bluegarage,yes,,Frauental,,bluegarage@aon.at
Kino Blankenberg,yes,,Blankenberg,,booking@kino-blankenberg.de
Arno's,yes,,Haiger,,info@arnos-event.de
,,,,,
Route 66,yes,,Hildburghausen,,route66-gottwald@web.de
Piano Livemusiclocation,yes,,Sömmerda,,eastsidepromotion@t-online.de (Wilfried Woigk)
Schorschl Kleinkunstkneipe,yes,,Eisenach,,newsletter@schorschl.de
Steinbruch,yes,,Duisburg,,kontakt@steinbruch-duisburg.de
,,,,,
,,,,,
Logo,yes,,Hamburg,,chris@logohamburg.de
Kleine Freiheit,yes,,Osnabrück,,info@zukunfts-musik.de
Kultopia,yes,,Hagen,,booking@kultopia.de
Kulturbahnhof,yes,,Jena,,antje@cosmic-dawn.de
Mörtelwerk,yes,,Leipzig,,event@moertelwerk.de
Der Cult,yes,,Nürnberg,,info@der-cult.de
Kolbenhalle,ERROR,,Mannheim,,https://www.msconnexion.com/kontakt.html
Lindenbrauerei,yes,,Unna,,musik@lindenbrauerei.de
Riff,yes,,Bochum,,info@riff-bochum.de
Packhalle,yes,,Sögel,,info@packhalle.com
Kulturkneipe Gleis 1,yes,,Waldenburg,,hans.a.graef@t-online.de
Jellyfish,yes,,Innsbruck,,jellyfish-innsbruck@gmx.at
Cafe Carina,yes,,Wien,,mail@cafe-carina.at
Kulturbahnhof,yes,,Donaueschingen,,zipfel139@googlemail.com
Astra Stube,yes,,Hamburg,,daniel@kuntergrau.com
Rock Center Bremerhaven,yes,,Bremerhaven,,booking@rock-center-bremerhaven.de
Asta Rosenheim,yes,,Rosenheim,,kontakt@astakneipe.de
Horst Klub,yes,,Kreuzlingen,,willkommen@horstklub.ch
Zehntscheuer Ravensburg,yes,,Ravensburg,,info@zehntscheuer-rv.de
Arena,yes,,Wien,,arena@arena.co.at
Weekender,yes,,Innsbruck,,booking@weekenderclub.net
Musikbunker,yes,,Aachen,,info@musikbunker-aachen.de
Kulturfabrik,yes,,Kufstein,,booking@kufa.at
MTC Club,yes,,Köln,,mtcclub@netcologne.de
Spectrum Club,yes,,Augsburg,,info@spectrum-club.de
Musikkneipe Flower Power,yes,,Magdeburg,,magdeburg@musikkneipen.info
Kulturzentrum Gleis 4,yes,,Frankenthal,,mail@kuz-gleis4.de
Mühle Hunziken,yes,,Rubingen,,booking@muehlehunziken.ch
Zeughauskultur,yes,,Brig Glis,,info@zeughauskultur.ch
Treppenhaus,yes,,Rorschach,,booking@treppenhaus.ch
Hall of Fame,yes,,Wetzikon,,booking@halloffame.swiss
Sudhaus,yes,,Tübingen,,mail@sudhaus-tuebingen.de
Rainbow,yes,,Immenstadt,,rainbow.livekultur@gmail.com
Abdera,yes,,Biberach,,info@abdera-bc.de
Exil,yes,,Göttingen,,booking@exil-web.de
Cadillac,yes,,Oldenburg,,cadillac@stadt-oldenburg.de
Pitcher,yes,,Düsseldorf,,info@pitcher29.com
Rider's Café,yes,,Lübeck,,info@riders-cafe.de
Music Hall,yes,,Worpswede,,info@musichall-worpswede.de
Bastard Club,yes,,Osnabrück,,info@bastardclub.de
Live Music Hall,yes,,Weiher,,veranstaltung@mosh-keller.de
Hellraiser,yes,,Leipzig,,office@hellraiser-leipzig.de
Riffelhof,yes,,Burgrieden,,info@riffelhof.de
Lemmys Bar,yes,,Bad Friedrichshall,,office@lemmy-s.de
Frape,yes,,,,frape-aalen@gmx.de
VAZ Pfarrheim,yes,,Burglengenfeld,,at@power-concerts.de
Kulturwerk118,yes,,Sursee,,praesident@kulturwerk118.ch
Dynamo,yes,,Zürich,,info@dynamo.ch
Jans Garage in Concert,yes,,Eutin,,info@jansgarageinconcert.de
Komma,yes,,Wörgl,,booking@komma.at
Kulturzentrum Lagerhaus,yes,,Bremen,,kioto@kulturzentrum-lagerhaus.de
Regenbogen,yes,,Hameln,,regenbogen@hameln.de
Kellerklub,yes,,Stuttgart,,booking@kellerclub.com
Nachtleben,yes,,Frankfurt,,cafe@nachtlebenffm.de
Heimathaus,yes,,Twist,,daniel@heimathaus-twist.com
Rockhouse,yes,,Salzburg,,booking@rockhouse.at
Conrad Sohm,yes,,Dornbirn,,office@conradsohm.com
Kulturverein Ebensee,yes,,Ebensee,,culture@kino-ebensee.at
Der Speicher,yes,,Schwerin,,speicher-schwerin@web.de
Resonanzwerk,yes,,Oberhausen,,info@resonanzwerk.de
Kiste,yes,,Berlin,,info@kiste.net
Zwischenbau,yes,,Rostock,,booking@zwischenbau.com
KL 17,yes,,Döbeln,,info@kl17.de
Eddy's Rockclub,yes,,München,,info@eddys-rock-club.de
Brotfabrik,yes,,Frankfurt,,kontakt@brotfabrik.de
The Big Emma,yes,,Ramstein,,team@bigemma.info
,,,,,
Bundtschuh,yes,,Münnerstadt,,bundt-schu@gmx.de
Mata Hari Bar,yes,,Nürnberg,,bands@mataharibar.de
Blueshaus,ERROR,,Bad Soden,,https://www.blueshaus-bad-soden.org/kontakt/
Artfarm,yes,,Wiehl,,info@art-farm.de
Bootshaus,yes,,Marbach,,info@bootshaus-marbach.de
Schloßcafe,yes,,Tübingen,,julehopf@gmx.de
Hafen 7,yes,,Kitzingen,,smarcks2007@web.de
Schlüsselloch,yes,,Aachen,,herbert@schluesselloch-ac.de
,,,,,
Kulturfabrik Kofmehl,yes,,Soloturn,,booking@kofmehl.net
Alter Schlachthof,yes,,Eupen,,info@alter-schlachthof.be
Kulturzentrum Faust,yes,,Hannover,,booking@kulturzentrum-faust.de
Movie,yes,,Bielefeld,,anfrage@movie-bielefeld.de
Moritzbastei,yes,,Leipzig,,info@moritzbastei.de
Gutmann,yes,,Nürnberg,,info@gutmann-am-dutzendteich.de
Kammgarn,yes,,Kaiserslautern,,Richard.Mueller@Kaiserslautern.de
Frannz,yes,,Berlin,,info@frannz.de
Arber Wirtschaft,ERROR,,Regensburg,,
Kaminwerk,yes,,Memmingen,,info@kaminwerk.de
Ampere,yes,,München,,info@muffatwerk.de
7 Eichen,yes,,Affalterbach,,bernd.feinauer@web.de
Barrique,ERROR,,Merzig,,
Roadhouse,ERROR,,Schöllkrippen,,https://www.facebook.com/pg/RoadhouseDartRockBar/about/?ref=page_internal
Alte Wache,yes,,Bingen am Rhein,,info@altewache.org
Basement Burgerhaus,yes,,Ingelheim,,Basement.burger@gmail.com
Ludwigs,yes,,Friedrichsdorf,,info@ludwigs-restaurant-bar.de
Schuhbauers,yes,,Kirchdorf,,info@schuhbauers.de
Alabama Bar,ERROR,,Frammersbach,,
Mampf,yes,,Frankfurt,,mischi@mampf-jazz.de
Mühlenrock,yes,,Simmertal,,contact@muehlenrock.de
Tandem,ERROR,,Wolnzach,,
Main Street Cafe,ERROR,,Dettelbach,,
Kulturbahnhof,ERROR,,Mittelsinn,,
Contra'N,yes,,Mannheim,,mails@contra-n.de
PEP Kulturverein,yes,,Kellinghusen,,vorstand@pep-kulturverein.de
,,,,,
Oberstübchen,yes,,Regen,,oberstuebchen.regen@gmail.com
Geschichtliches Museum,yes,,St. Valentin,,office@valentinmuseum.at
Cafe Parapluie,yes,,Weiden i.d.O.,,parapluie.wen@gmail.com
Kulturbühne Hinterhalt,yes,,Geretsried,,info@hinterhalt.de
Musikklub 14/1,yes,,Pfaffenhofen,,info@musikklub-14eins.de
Jazz Studio,yes,,Nürnberg,,booking@jazzstudio.de
Zum Hirschen,yes,,Königsstein,,hirschen-koenigstein@t-online.de
Kesselhauslager,yes,,Singwitz,,live@kesselhauslager.de
,,,,,
Evis Auszeit,yes,,Schwabach,,evisauszeit@gmail.com
Matrix,yes,,Königsbrunn,,Veranstaltung@dieMatriX.de
Markt 17 music hall,yes,,Hückelhoven,,info@markt17.eu
Kleinskunstbühne Meinerzhagen,yes,,Meinerzhagen,,info@tus-meinerzhagen.de
Kultur in Brunn,yes,,Nürnberg-Brunn,,info@sv-brunn.net
Brandner Kaspar,yes,,Aichach,,brandner-kaspar@web.de
Old Hamburg,ERROR,,Rottenburg,,
Mehlsack,yes,,Emmendingen,,salmanbilmec@web.de
Schmiede,yes,,Geisingen,,schmiede-geisingen@web.de
Freiburger Blue Association,yes,,Freiburg,,info@f-b-a.org
Bellini Bar,yes,,Weesen,,Barbara.Wojak@bluewin.ch
Markgraf,ERROR,,Schwabach,,
Heppel-Ettlich,yes,,München,,info@heppel-ettlich.de
Papalapap,yes,,München,,papalapap-eh@gmx.de
Gorilla Bar,yes,,München,,info@bargorilla.de
,,,,,
Richels,yes,,München,,wirtshaus-richels@t-online.de
Metrodrom,ERROR,,Schwabach,,
,,,,,
Traffic Bar,,,München,,info@traffic-bar.de
Hide Out,,,München,,contact@bangbangconcerts.de
et cetera,,,Freising,,kontakt@etcetera-freising.de
Kulturkeller Westend,,,München,,info@kulturkeller.com
Cafe Hinkofer,,,Viechtach,,postfach@cafe-hinkofer.de
Zum Hinterhof Zache,,,Wartenberg,,zache@online.de
,,,,,
Bernds Bienenstock,,,München,,bernd.jung@email.de
Grüner Salon,,,Peiting,,post@gruener-salon-peiting.de
Jimmys Cafe,,,Altdorf,,kontakt@jimmys-cafe.de
Cafe Museum,,,Passau,,music@cafe-museum.de
Lucy's Sportsbar,,,Gernlinden,,r.manglitz@web.de
Omnibus,,,Gefrees,,info@kulturbus.de
Weyhalla,,,Weyarn,,girgl@weyhalla.de
,,,,,
Cafe suedseite,,,Hofheim,,info@spielgolf-suedseite.de
Wirtshaus zur Bums'n,,,Schärding,,wirtshaus@bumsn.at
,,,,,
Waldstraße 4,,,Huglfing,,waldstrasse4@web.de
Trödler,,,Habach,,troedler-habach@web.de
The Irish Times,,,Lauf a.d. P.,,noel@theirishtimes.de
Milos München,,,München,,info@milos-muenchen.de
Galerie Gaswerk,,,Schwabach,,h.kehrbach@kehrbach.de
Lichtspielhaus,,,Schwabach,,lichtspielhaus-schwabach@web.de
Zum Schouhh,,,Dietfurt,,cafe@zum-schouhh.de
Gasthaus,,,Bad Tölz,,info@gasthaus-toelz.de
Stragula,,,München,,info@stragula.org
K4,,,Nürnberg,,info@musikverein-concerts.de
Pelkovenschlössl,,,München,,info@pelkovenschloessl.de
,,,,,
Cafe Max,,,Ansbach,,info@kammer-events.de
Zur Wurzn,,,Vilshofen,,info@wurzn.de
Aschbergschänke,,,Klingenthal,,info@aschbergschaenke.de
Pängel Anton,,,Ennigerlohe,,info@paengel-anton.de
Gaststätte Meier,,,Lippetal,,joshy@gaststaette-meier.de
Konzerthaus Blaibach,,,Blaibach,,info@kulturgranit.de
Goldene Krone,,,Darmstadt,,live@goldene-krone.de
Kreuzwirtskeller,,,Hilpholtstein,,anfragen@kreuzwirtskeller.de
Schrottgalerie,,,Glonn,,info@schrottgaleriefriedel.de
Ruffini,,,München,,ruffini@ruffini.de
Altes Kino,,,St. Florian,,altes.kino@aon.at
Osteria Baal,,,München,,info@osteria-baal.de
Alter Bahnhof,,,Steinebach,,info@alter-bahnhof-steinebach.de
Jeanys Live Music Pub,,,Fürstenfeldbruck,,booking-centralcafe-ffb@gmx.de
Kleinskunstbühne,,,Laufen,,stefan.feiler@stadtlaufen.de
Kunstraum Uschi Heubeck,,,Kammerstein,,uschi.heubeck@web.de
Felsenkeller,,,Schwandorf,,felsenkeller@schwandorf.de
Kunstcafe am Tor,,,Rottenbuch,,info@kunstcafe-rottenbuch.de
Ars Musica,,,München,,mail@ars-musica-muenchen.de
Theater rote Bühne,,,Nürnberg,,info@rote-buehne.de
Forum Phoinix,,,Bayreuth,,info@forumphoinix.de
Bahnwärter Thiel,,,München,,info@bahnwaerterthiel.de
Kleines Theater,,,Haar,,info@kleinestheaterhaar.de
Ebene 3,,,Heilbronn,,info@ebene-3.de
Morizz,,,Cham,,helmut.siebenhandl@gmail.com
KUNO,,,Nürnberg,,mohr@kultur-nord.org
,,,,,
Arsch & Friedrich,,,Nürnberg,,aundf@posteo.de
Schiff Freiburg,,,Freiburg,,info@freiburgerschiff.de
Hinz und Kunz,,,Herrenberg,,
ChaBah,,,Kandern,,harald@chabah.de
8Bar,,,Basel,,mail@8-bar.eu
Alte Post,,,Langwies,,post@altepostlangwies.ch
Cafe Bar Herzog,,,Zorneding,,anfrage@cafe-bar-herzog.de
Mariandl,,,München,,office@mariandl.com
Qyotee,,,Maisach,,https://www.facebook.com/michael.wenhart?__tn__=K-R&eid=ARAA4OKWFpS3aP1sW4CpLEXeT241TxPYWbDB-xqJGCQ1T080Utqzhny8hSOGfY6PETlHpqZP6eSoavsL&fref=mentions&__xts__[0]=68.ARBwROpJ1D6jIgC9EFCg2FrtiKde1E5YsZBEDbKeA0CDxNerd6URSkLc2z1meWNYz-A8PGMgDWZs2a5RfOBlh6EUJY3VW0lF_jJti-FQ3HOvsrN3N4IhYaiijmEQ2KOuCOLkoGz0m2y0NnNhSJEKcYj0YRe9c0EAvUW3hppCaY0Y5USOv9GHZXs_hmAPDXp_n8IkMWzEGtvZBfaNuJznoVrFHohV59jfHJHggwkMpCP2TtC9oYrud1gUcLtzkCJvQAb5maTEvez4CPty6oklI580klsgaZAB_HM_MOnGCZ5mq3iIL4GT2p1UZeR1c3yQeEnL3krIVpoiU_yJBYLNIS1i4A
Martha Cafe,,,Nürnberg,,info@marthacafe.de
Kulturbar Impuls,,,Weingarten,,kulturbarimpuls@gmx.de
Speckdrumm,,,Ansbach,,burkhard.baumann​ (at) ​onlinehome.de
Hafner Wirtshaus,,,Perlesreut,,mortl@hafner-wirtshaus.de
,,,,,
,,,,,
Galerie b11,,,Salzburg,,info@jazzwe.net
,,,,,
Eremitage,,,Schwaz,,info@eremitage.at
,,,,,
TASK,,,Hameln,,info@hafenverein.de
Cafe Duu,,,Flein,,jensdrauz@web.de
Bachfeldhaus,,,Attenkirchen,,info@bachfeldhaus.de
Kiosk am Schwaigsee,,,Rottenbuch,,
,,,,,
Querbeet,,,Lemgo,,info@querbeet-lemgo.de
The Corner House,,,Moosburg,,happy@thecornerhouse.de
Ladenbergen,,,Bergen,,dandyandy@web.de
Spinnrad,,,Berlin,,info@spinnrad-berlin.de
Kulturkeller,,,Wächtersbach,,maerzwind.kultur@e.mail.de
Vesper + Bier,,,Reutlingen,,info@mezcalitos.de
S&P,,,Rottenburg,,sp.schaenzle@gmail.com
,,,,,
Kult 9,,,München,,info@kult9.de
,,,,,
Cafe Art Königsfeld,,,Königsfeld,,07725 / 8099444
Cafe Roland,,,Pforzheim,,caferoland@gmx.de
Kammerspiele,,,Ansbach,,info@kammerspiele.com
Galerie Fango,,,Cottbus,,info@fango.org
Grammophon,,,Kolbermoor,,info@bistro-grammophon.de
,,,,,
,,,,,
,,,,,
,,,,,
Sargfabrik,,,Wien,,lukas.handle@sargfabrik.at
Sputnik Rockcafe,,,Linz,,sputniklinz@gmail.com
Reigen Live,,,Wien,,kulturverein@reigen.at
Music House,,,Graz,,musichousegraz@gmail.com
Alte Filzfabrik,,,Hof,,info@kultur-filz.de
Tabakfabrik,,,Passau,,tabakfabrik@googlemail.com
Kafe Kult,,,München,,kafekult@gmail.com
8below,,,München,,https://8belowbergfest.com/anfragen
,,,,,
bei Adam,,,Coburg,,https://www.facebook.com/beiAdamCoburg/
Ballonfabrik,,,Augsburg,,info@ballonfabrik.org
Projekt31,,,Nürnberg,,http://www.projekt31.org/?q=contact
Wasserhaus,,,Hammelburg,,www.musikini.de
Juze,,,Erlangen,,jugendhaus-er@riseup.net
Hexenhaus,,,Ulm,,goodoldshit@hexenhaus-metal.de
Hängematte,,,Sulzbach-Rosenberg,,post@hängematte.rocks
AK44,,,Gießen,,ak44-shows@gmx.de
Oetinger Villa,,,Darmstadt,,info@oetingervilla.de
Irish Pub,,,Aschaffenburg,,info@IrishPubAschaffenburg.de
Old Smuggler,,,Seligenstadt,,https://www.oldsmuggler-seligenstadt.com/booking
